session_id,mturk_worker_id,session_started,session_completed,confidence_rating,mental_effort,task_order,image_name,selected_description,not_listed,is_correct,duration_ms,time_started_ms,time_submitted_ms
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,1,0692_c016_00076200_0.jpg,black audi sedan,0,1.0,7058.0,1774364944739.0,1774364951797.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,2,0325_c011_00051570_0.jpg,,1,1.0,14821.0,1774364952725.0,1774364967546.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,3,0564_c002_00038690_1.jpg,,1,0.0,5013.0,1774364968477.0,1774364973490.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,4,0059_c008_00070455_0.jpg,brown pickup,0,0.0,10529.0,1774364974748.0,1774364985277.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,5,0329_c014_00048720_0.jpg,white sedan with blue license plate,0,1.0,4690.0,1774364986204.0,1774364990894.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,6,0317_c004_00015790_0.jpg,white sedan,0,1.0,5241.0,1774364991838.0,1774364997079.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,7,0029_c014_00070680_0.jpg,red taxi cab sedan,0,1.0,3791.0,1774364998010.0,1774365001801.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,8,0243_c016_00031310_0.jpg,golden van,0,0.0,5080.0,1774365002734.0,1774365007814.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,9,0575_c014_00003810_0.jpg,brown/gray sedan,0,0.0,7265.0,1774365008745.0,1774365016010.0
41e167091fdec43baea9dfdc4ec37178,,2026-03-24 15:08:59,2026-03-24 15:10:57,6.0,5.0,10,0087_c012_00002250_0.jpg,brown pickup,0,0.0,18873.0,1774365017008.0,1774365035881.0
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,1,0502_c008_00008745_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,2,0589_c019_00000740_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,3,0692_c016_00076200_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,4,0766_c013_00080745_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,5,0059_c008_00070455_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,6,0029_c014_00070680_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,7,0329_c014_00048720_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,8,0524_c001_00059670_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,9,0317_c004_00015790_0.jpg,,0,,,,
6743b39b55f9042e26552db3094213ff,,2026-03-24 15:11:48,,,,10,0715_c009_00014735_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,1,0329_c014_00048720_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,2,0029_c014_00070680_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,3,0502_c008_00008745_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,4,0524_c001_00059670_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,5,0255_c013_00025030_1.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,6,0692_c016_00076200_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,7,0242_c007_00031670_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,8,0325_c011_00051570_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,9,0575_c014_00003810_0.jpg,,0,,,,
9660ff4148b06bcb0e260dfb0f395c9f,,2026-03-24 15:12:07,,,,10,0073_c001_00045055_0.jpg,,0,,,,
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,1,0329_c014_00048720_0.jpg,white sedan with blue license plate,0,1.0,5509.0,1774380414856.0,1774380420365.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,2,0224_c014_00063300_0.jpg,gray sedan,0,0.0,6322.0,1774380421438.0,1774380427760.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,3,0073_c001_00045055_0.jpg,white/brown truck,0,0.0,8144.0,1774380428795.0,1774380436939.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,4,0502_c008_00008745_0.jpg,brown/golden suv,0,0.0,8488.0,1774380437893.0,1774380446381.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,5,0766_c013_00080745_0.jpg,,1,1.0,10402.0,1774380447430.0,1774380457832.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,6,0575_c014_00003810_0.jpg,brown/gray sedan,0,0.0,2475.0,1774380458831.0,1774380461306.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,7,0366_c002_00076530_0.jpg,,1,1.0,12487.0,1774380462354.0,1774380474841.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,8,0422_c011_00041355_0.jpg,silver/gray mitsubishi suv,0,1.0,2768.0,1774380477161.0,1774380479929.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,9,0242_c007_00031670_0.jpg,brown golden van,0,1.0,2544.0,1774380480960.0,1774380483504.0
c078fffff1f376aa302cb384e2d35591,,2026-03-24 15:26:53,2026-03-24 15:28:11,7.0,7.0,10,0465_c017_00005550_0.jpg,black sedan with silver grill,0,1.0,2669.0,1774380484458.0,1774380487127.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,1,0432_c013_00086075_1.jpg,brown/gold minivan,0,0.0,2713.0,1774380536253.0,1774380538966.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,2,0575_c014_00003810_0.jpg,brown/gray sedan,0,0.0,4717.0,1774380539922.0,1774380544639.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,3,0564_c002_00038690_1.jpg,gray sedan,0,1.0,2933.0,1774380545765.0,1774380548698.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,4,0359_c011_00036175_0.jpg,gray truck,0,0.0,8776.0,1774380549672.0,1774380558448.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,5,0029_c014_00070680_0.jpg,red taxi cab sedan,0,1.0,6243.0,1774380559429.0,1774380565672.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,6,0524_c001_00059670_0.jpg,gray green sedan,0,1.0,3787.0,1774380566718.0,1774380570505.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,7,0766_c013_00080745_0.jpg,,1,1.0,10287.0,1774380571514.0,1774380581801.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,8,0329_c014_00048720_0.jpg,,1,0.0,6427.0,1774380582759.0,1774380589186.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,9,0255_c013_00025030_1.jpg,brown suv hatchback,0,1.0,7896.0,1774380590187.0,1774380598083.0
49ec194a70c7b9008a5a8b98f498c92c,,2026-03-24 15:28:54,2026-03-24 15:30:14,7.0,7.0,10,0224_c014_00063300_0.jpg,golden sedan,0,0.0,9009.0,1774380599038.0,1774380608047.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,1,0715_c009_00014735_0.jpg,,1,0.0,25262.0,1774363544604.0,1774363569866.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,2,0048_c004_00029190_1.jpg,blue sedan,0,1.0,8092.0,1774363570813.0,1774363578905.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,3,0165_c015_00081575_0.jpg,silver gray commercial truck,0,0.0,7774.0,1774363579837.0,1774363587611.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,4,0502_c008_00008745_0.jpg,,1,1.0,34262.0,1774363588548.0,1774363622810.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,5,0465_c017_00005550_0.jpg,black sedan with silver grill,0,1.0,24032.0,1774363623748.0,1774363647780.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,6,0766_c013_00080745_0.jpg,,1,1.0,30498.0,1774363648717.0,1774363679215.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,7,0564_c002_00038690_1.jpg,white sedan,0,0.0,10749.0,1774363680153.0,1774363690902.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,8,0325_c011_00051570_0.jpg,,1,1.0,11340.0,1774363691834.0,1774363703174.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,9,0575_c014_00003810_0.jpg,red/gray sedan with orange accents,0,1.0,25491.0,1774363704107.0,1774363729598.0
4c8cc9bb1104707156e4d47326e337af,,2026-03-24 14:45:24,2026-03-24 14:50:06,3.0,7.0,10,0422_c011_00041355_0.jpg,silver/gray mitsubishi suv,0,1.0,58884.0,1774363730533.0,1774363789417.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,1,0564_c002_00038690_1.jpg,white sedan,0,0.0,33084.0,1774363728863.0,1774363761947.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,2,0107_c007_00088995_0.jpg,,1,0.0,15189.0,1774363762877.0,1774363778066.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,3,0692_c016_00076200_0.jpg,black audi sedan,0,1.0,7984.0,1774363778997.0,1774363786981.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,4,0766_c013_00080745_0.jpg,,1,1.0,10754.0,1774363787911.0,1774363798665.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,5,0048_c004_00029190_1.jpg,blue sedan,0,1.0,4678.0,1774363799604.0,1774363804282.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,6,0374_c011_00026535_0.jpg,,1,0.0,9556.0,1774363805212.0,1774363814768.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,7,0575_c014_00003810_0.jpg,brown/gray sedan,0,0.0,27188.0,1774363815701.0,1774363842889.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,8,0054_c016_00001970_0.jpg,white pickup truck with red accents,0,1.0,11922.0,1774363843843.0,1774363855765.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,9,0524_c001_00059670_0.jpg,gray green sedan,0,1.0,22115.0,1774363856717.0,1774363878832.0
375a503eb1cb9b10c5a275e486c8b315,,2026-03-24 14:48:38,2026-03-24 14:51:50,3.0,5.0,10,0502_c008_00008745_0.jpg,,1,1.0,16119.0,1774363879780.0,1774363895899.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,1,0059_c008_00070455_0.jpg,,1,0.0,12843.0,1774380897407.0,1774380910250.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,2,0317_c004_00015790_0.jpg,white sedan,0,1.0,2562.0,1774380911214.0,1774380913776.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,3,0715_c009_00014735_0.jpg,black honda sedan,0,1.0,5327.0,1774380914799.0,1774380920126.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,4,0366_c002_00076530_0.jpg,,1,1.0,12218.0,1774380921098.0,1774380933316.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,5,0692_c016_00076200_0.jpg,black sedan with silver grill,0,0.0,4448.0,1774380934240.0,1774380938688.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,6,0073_c001_00045055_0.jpg,white minivan,0,0.0,8112.0,1774380939617.0,1774380947729.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,7,0329_c014_00048720_0.jpg,white sedan with blue license plate,0,1.0,6069.0,1774380948682.0,1774380954751.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,8,0165_c015_00081575_0.jpg,silver gray pickup truck,0,1.0,10635.0,1774380955835.0,1774380966470.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,9,0575_c014_00003810_0.jpg,brown/gray sedan,0,0.0,34973.0,1774380967529.0,1774381002502.0
77d97fcf94d49505f8e19e928bb605fa,,2026-03-24 15:34:53,2026-03-24 15:36:55,5.0,3.0,10,0374_c011_00026535_0.jpg,white honda suv,0,1.0,4998.0,1774381003434.0,1774381008432.0
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,1,0575_c014_00003810_0.jpg,,1,0.0,10375.0,1774381031025.0,1774381041400.0
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,2,0317_c004_00015790_0.jpg,,0,,,1774381042396.0,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,3,0589_c019_00000740_0.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,4,0387_c010_00071310_0.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,5,0073_c001_00045055_0.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,6,0224_c014_00063300_0.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,7,0564_c002_00038690_1.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,8,0048_c004_00029190_1.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,9,0366_c002_00076530_0.jpg,,0,,,,
e9cabadd4885f9e76bbdb0d2e647ecce,,2026-03-24 15:37:09,,,,10,0715_c009_00014735_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,1,0029_c014_00070680_0.jpg,,0,,,1774381080417.0,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,2,0432_c013_00086075_1.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,3,0165_c015_00081575_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,4,0502_c008_00008745_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,5,0317_c004_00015790_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,6,0366_c002_00076530_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,7,0465_c017_00005550_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,8,0329_c014_00048720_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,9,0524_c001_00059670_0.jpg,,0,,,,
a59724e7147fb5b866a4a7a227279e85,,2026-03-24 15:37:58,,,,10,0715_c009_00014735_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,1,0575_c014_00003810_0.jpg,,0,,,1774381118128.0,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,2,0422_c011_00041355_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,3,0224_c014_00063300_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,4,0054_c016_00001970_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,5,0564_c002_00038690_1.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,6,0715_c009_00014735_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,7,0165_c015_00081575_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,8,0766_c013_00080745_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,9,0359_c011_00036175_0.jpg,,0,,,,
34a00bec56dd1ba2a2e3e152643bc0dd,,2026-03-24 15:38:36,,,,10,0465_c017_00005550_0.jpg,,0,,,,
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,1,0564_c002_00038690_1.jpg,gray sedan,0,1.0,6300.0,1774381131404.0,1774381137704.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,2,0465_c017_00005550_0.jpg,black sedan with silver grill,0,1.0,5152.0,1774381138733.0,1774381143885.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,3,0366_c002_00076530_0.jpg,,1,1.0,7519.0,1774381144924.0,1774381152443.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,4,0029_c014_00070680_0.jpg,red/gray sedan with orange accents,0,0.0,4285.0,1774381153588.0,1774381157873.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,5,0107_c007_00088995_0.jpg,,1,0.0,20157.0,1774381158812.0,1774381178969.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,6,0048_c004_00029190_1.jpg,blue sedan,0,1.0,3125.0,1774381180009.0,1774381183134.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,7,0502_c008_00008745_0.jpg,,1,1.0,8472.0,1774381184104.0,1774381192576.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,8,0243_c016_00031310_0.jpg,,1,1.0,6255.0,1774381193541.0,1774381199796.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,9,0165_c015_00081575_0.jpg,silver gray pickup truck,0,1.0,7233.0,1774381200754.0,1774381207987.0
4fb6bfbc1eaefeb98ebe5bf6769d08b5,,2026-03-24 15:38:49,2026-03-24 15:40:21,6.0,4.0,10,0073_c001_00045055_0.jpg,gray hatchback,0,0.0,7872.0,1774381208935.0,1774381216807.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,1,0224_c014_00063300_0.jpg,gray sedan,0,0.0,40129.0,1774550100636.0,1774550140765.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,2,0325_c011_00051570_0.jpg,,1,1.0,8868.0,1774550141770.0,1774550150638.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,3,0564_c002_00038690_1.jpg,gray sedan,0,1.0,5552.0,1774550151595.0,1774550157147.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,4,0087_c012_00002250_0.jpg,,1,0.0,16340.0,1774550158103.0,1774550174443.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,5,0766_c013_00080745_0.jpg,green sedan,0,0.0,11584.0,1774550175382.0,1774550186966.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,6,0715_c009_00014735_0.jpg,black honda sedan,0,1.0,12322.0,1774550187939.0,1774550200261.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,7,0502_c008_00008745_0.jpg,,1,1.0,16424.0,1774550201282.0,1774550217706.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,8,0374_c011_00026535_0.jpg,white honda suv,0,1.0,7409.0,1774550218650.0,1774550226059.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,9,0165_c015_00081575_0.jpg,white commercial truck,0,0.0,6033.0,1774550228216.0,1774550234249.0
41f9ff76349cde99684c7d97ac44e99b,,2026-03-26 14:34:37,2026-03-26 14:37:34,7.0,3.0,10,0107_c007_00088995_0.jpg,green pickup with red accents,0,1.0,8619.0,1774550235155.0,1774550243774.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,1,0432_c013_00086075_1.jpg,gray van with silver grill,0,1.0,6664.0,1774550274622.0,1774550281286.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,2,0255_c013_00025030_1.jpg,brown suv hatchback,0,1.0,4749.0,1774550282257.0,1774550287006.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,3,0715_c009_00014735_0.jpg,black honda sedan,0,1.0,7810.0,1774550287988.0,1774550295798.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,4,0329_c014_00048720_0.jpg,white sedan with blue license plate,0,1.0,7279.0,1774550296769.0,1774550304048.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,5,0048_c004_00029190_1.jpg,black honda sedan,0,0.0,8335.0,1774550305013.0,1774550313348.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,6,0073_c001_00045055_0.jpg,,1,1.0,8684.0,1774550314349.0,1774550323033.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,7,0374_c011_00026535_0.jpg,white honda suv,0,1.0,7320.0,1774550324018.0,1774550331338.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,8,0502_c008_00008745_0.jpg,,1,1.0,9660.0,1774550332357.0,1774550342017.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,9,0589_c019_00000740_0.jpg,black suv with blue license plate,0,1.0,16624.0,1774550342912.0,1774550359536.0
99f2915cc9137479e31d1b7b229360c9,,2026-03-26 14:37:52,2026-03-26 14:39:41,6.0,4.0,10,0107_c007_00088995_0.jpg,green pickup with red accents,0,1.0,5177.0,1774550360483.0,1774550365660.0
